id	node1	label	node2	node2;kgtk:data_type	node2;kgtk:number	node2;kgtk:low_tolerance	node2;kgtk:high_tolerance	node2;kgtk:units_node	node2;kgtk:date_and_time	node2;kgtk:precision	node2;kgtk:calendar	node2;kgtk:truth	node2;kgtk:symbol	node2;kgtk:latitude	node2;kgtk:longitude	node2;kgtk:globe	node2;kgtk:text	node2;kgtk:language
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N67-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N67	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N67-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N67	P585		date_and_times					"2016-12-14T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N68	BARO nr.Masha	P2225		quantity	13.439			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N68-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N68	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N68-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N68	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N68-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N68	P585		date_and_times					"2016-12-15T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N69	BARO nr.Masha	P2225		quantity	13.439			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N69-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N69	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N69-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N69	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N69-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N69	P585		date_and_times					"2016-12-16T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N70	BARO nr.Masha	P2225		quantity	13.439			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N70-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N70	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N70-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N70	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N70-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N70	P585		date_and_times					"2016-12-17T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N71	BARO nr.Masha	P2225		quantity	13.439			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N71-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N71	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N71-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N71	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N71-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N71	P585		date_and_times					"2016-12-18T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N72	BARO nr.Masha	P2225		quantity	13.439			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N72-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N72	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N72-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N72	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N72-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N72	P585		date_and_times					"2016-12-19T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N73	BARO nr.Masha	P2225		quantity	13.439			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N73-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N73	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N73-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N73	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N73-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N73	P585		date_and_times					"2016-12-20T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N74	BARO nr.Masha	P2225		quantity	13.439			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N74-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N74	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N74-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N74	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N74-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N74	P585		date_and_times					"2016-12-21T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N75	BARO nr.Masha	P2225		quantity	12.689			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N75-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N75	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N75-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N75	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N75-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N75	P585		date_and_times					"2016-12-22T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N76	BARO nr.Masha	P2225		quantity	12.689			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N76-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N76	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N76-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N76	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N76-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N76	P585		date_and_times					"2016-12-23T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N77	BARO nr.Masha	P2225		quantity	12.689			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N77-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N77	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N77-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N77	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N77-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N77	P585		date_and_times					"2016-12-24T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N78	BARO nr.Masha	P2225		quantity	11.954			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N78-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N78	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N78-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N78	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N78-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N78	P585		date_and_times					"2016-12-25T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N79	BARO nr.Masha	P2225		quantity	11.954			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N79-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N79	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N79-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N79	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N79-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N79	P585		date_and_times					"2016-12-26T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N80	BARO nr.Masha	P2225		quantity	11.954			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N80-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N80	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N80-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N80	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N80-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N80	P585		date_and_times					"2016-12-27T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N81	BARO nr.Masha	P2225		quantity	11.954			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N81-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N81	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N81-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N81	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N81-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N81	P585		date_and_times					"2016-12-28T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N82	BARO nr.Masha	P2225		quantity	11.233			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N82-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N82	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N82-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N82	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N82-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N82	P585		date_and_times					"2016-12-29T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N83	BARO nr.Masha	P2225		quantity	11.233			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N83-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N83	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N83-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N83	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N83-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N83	P585		date_and_times					"2016-12-30T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N84	BARO nr.Masha	P2225		quantity	10.527			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N84-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N84	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N84-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N84	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N84-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N84	P585		date_and_times					"2016-12-31T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N97	BARO nr.Masha	P2225		quantity	41.594			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N97-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N97	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N97-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N97	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N97-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N97	P585		date_and_times					"2017-12-01T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N98	BARO nr.Masha	P2225		quantity	40.48			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N98-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N98	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N98-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N98	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N98-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N98	P585		date_and_times					"2017-12-02T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N99	BARO nr.Masha	P2225		quantity	38.289			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N99-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N99	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N99-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N99	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N99-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N99	P585		date_and_times					"2017-12-03T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N100	BARO nr.Masha	P2225		quantity	36.147			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N100-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N100	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N100-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N100	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N100-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N100	P585		date_and_times					"2017-12-04T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N101	BARO nr.Masha	P2225		quantity	36.147			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N101-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N101	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N101-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N101	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N101-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N101	P585		date_and_times					"2017-12-05T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N102	BARO nr.Masha	P2225		quantity	36.147			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N102-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N102	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N102-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N102	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N102-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N102	P585		date_and_times					"2017-12-06T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N103	BARO nr.Masha	P2225		quantity	36.147			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N103-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N103	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N103-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N103	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N103-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N103	P585		date_and_times					"2017-12-07T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N104	BARO nr.Masha	P2225		quantity	36.147			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N104-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N104	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N104-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N104	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N104-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N104	P585		date_and_times					"2017-12-08T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N105	BARO nr.Masha	P2225		quantity	36.147			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N105-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N105	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N105-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N105	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N105-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N105	P585		date_and_times					"2017-12-09T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N106	BARO nr.Masha	P2225		quantity	35.095			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N106-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N106	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N106-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N106	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N106-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N106	P585		date_and_times					"2017-12-10T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N107	BARO nr.Masha	P2225		quantity	31.011			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N107-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N107	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N107-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N107	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N107-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N107	P585		date_and_times					"2017-12-11T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N108	BARO nr.Masha	P2225		quantity	28.082			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N108-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N108	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N108-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N108	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N108-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N108	P585		date_and_times					"2017-12-12T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N109	BARO nr.Masha	P2225		quantity	26.194			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N109-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N109	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N109-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N109	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N109-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N109	P585		date_and_times					"2017-12-13T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N110	BARO nr.Masha	P2225		quantity	26.194			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N110-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N110	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N110-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N110	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N110-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N110	P585		date_and_times					"2017-12-14T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N111	BARO nr.Masha	P2225		quantity	26.194			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N111-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N111	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N111-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N111	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N111-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N111	P585		date_and_times					"2017-12-15T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N112	BARO nr.Masha	P2225		quantity	25.27			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N112-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N112	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N112-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N112	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N112-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N112	P585		date_and_times					"2017-12-16T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N113	BARO nr.Masha	P2225		quantity	35.095			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N113-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N113	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N113-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N113	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N113-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N113	P585		date_and_times					"2017-12-17T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N114	BARO nr.Masha	P2225		quantity	24.36			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N114-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N114	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N114-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N114	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N114-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N114	P585		date_and_times					"2017-12-18T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N115	BARO nr.Masha	P2225		quantity	24.36			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N115-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N115	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N115-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N115	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N115-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N115	P585		date_and_times					"2017-12-19T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N116	BARO nr.Masha	P2225		quantity	23.462			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N116-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;N116	P2046		quantity	1653.0			Q712226										
