id	node1	label	node2	node2;kgtk:data_type	node2;kgtk:number	node2;kgtk:low_tolerance	node2;kgtk:high_tolerance	node2;kgtk:units_node	node2;kgtk:date_and_time	node2;kgtk:precision	node2;kgtk:calendar	node2;kgtk:truth	node2;kgtk:symbol	node2;kgtk:latitude	node2;kgtk:longitude	node2;kgtk:globe	node2;kgtk:text	node2;kgtk:language
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C126-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C126	P585		date_and_times					"2017-01-30T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C127	BARO nr.Masha	P2225		quantity	3.376			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C127-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C127	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C127-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C127	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C127-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C127	P585		date_and_times					"2017-01-31T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C140	BARO nr.Masha	P2225		quantity	20.01			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C140-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C140	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C140-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C140	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C140-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C140	P585		date_and_times					"2018-01-01T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C141	BARO nr.Masha	P2225		quantity	20.01			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C141-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C141	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C141-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C141	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C141-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C141	P585		date_and_times					"2018-01-02T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C142	BARO nr.Masha	P2225		quantity	19.182			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C142-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C142	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C142-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C142	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C142-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C142	P585		date_and_times					"2018-01-03T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C143	BARO nr.Masha	P2225		quantity	17.567			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C143-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C143	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C143-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C143	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C143-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C143	P585		date_and_times					"2018-01-04T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C144	BARO nr.Masha	P2225		quantity	17.567			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C144-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C144	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C144-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C144	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C144-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C144	P585		date_and_times					"2018-01-05T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C145	BARO nr.Masha	P2225		quantity	17.567			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C145-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C145	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C145-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C145	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C145-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C145	P585		date_and_times					"2018-01-06T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C146	BARO nr.Masha	P2225		quantity	17.567			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C146-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C146	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C146-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C146	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C146-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C146	P585		date_and_times					"2018-01-07T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C147	BARO nr.Masha	P2225		quantity	16.781			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C147-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C147	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C147-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C147	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C147-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C147	P585		date_and_times					"2018-01-08T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C148	BARO nr.Masha	P2225		quantity	15.253			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C148-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C148	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C148-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C148	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C148-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C148	P585		date_and_times					"2018-01-09T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C149	BARO nr.Masha	P2225		quantity	15.253			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C149-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C149	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C149-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C149	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C149-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C149	P585		date_and_times					"2018-01-10T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C150	BARO nr.Masha	P2225		quantity	15.253			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C150-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C150	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C150-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C150	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C150-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C150	P585		date_and_times					"2018-01-11T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C151	BARO nr.Masha	P2225		quantity	13.072			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C151-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C151	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C151-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C151	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C151-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C151	P585		date_and_times					"2018-01-12T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C152	BARO nr.Masha	P2225		quantity	13.072			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C152-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C152	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C152-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C152	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C152-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C152	P585		date_and_times					"2018-01-13T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C153	BARO nr.Masha	P2225		quantity	11.693			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C153-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C153	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C153-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C153	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C153-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C153	P585		date_and_times					"2018-01-14T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C154	BARO nr.Masha	P2225		quantity	11.693			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C154-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C154	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C154-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C154	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C154-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C154	P585		date_and_times					"2018-01-15T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C155	BARO nr.Masha	P2225		quantity	11.693			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C155-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C155	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C155-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C155	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C155-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C155	P585		date_and_times					"2018-01-16T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C156	BARO nr.Masha	P2225		quantity	11.693			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C156-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C156	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C156-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C156	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C156-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C156	P585		date_and_times					"2018-01-17T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C157	BARO nr.Masha	P2225		quantity	11.693			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C157-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C157	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C157-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C157	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C157-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C157	P585		date_and_times					"2018-01-18T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C158	BARO nr.Masha	P2225		quantity	11.693			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C158-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C158	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C158-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C158	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C158-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C158	P585		date_and_times					"2018-01-19T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C159	BARO nr.Masha	P2225		quantity	11.693			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C159-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C159	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C159-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C159	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C159-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C159	P585		date_and_times					"2018-01-20T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C160	BARO nr.Masha	P2225		quantity	11.693			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C160-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C160	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C160-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C160	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C160-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C160	P585		date_and_times					"2018-01-21T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C161	BARO nr.Masha	P2225		quantity	10.377			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C161-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C161	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C161-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C161	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C161-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C161	P585		date_and_times					"2018-01-22T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C162	BARO nr.Masha	P2225		quantity	10.377			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C162-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C162	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C162-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C162	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C162-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C162	P585		date_and_times					"2018-01-23T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C163	BARO nr.Masha	P2225		quantity	10.377			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C163-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C163	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C163-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C163	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C163-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C163	P585		date_and_times					"2018-01-24T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C164	BARO nr.Masha	P2225		quantity	10.377			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C164-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C164	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C164-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C164	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C164-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C164	P585		date_and_times					"2018-01-25T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C165	BARO nr.Masha	P2225		quantity	10.377			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C165-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C165	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C165-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C165	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C165-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C165	P585		date_and_times					"2018-01-26T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C166	BARO nr.Masha	P2225		quantity	9.743			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C166-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C166	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C166-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C166	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C166-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C166	P585		date_and_times					"2018-01-27T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C167	BARO nr.Masha	P2225		quantity	9.125			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C167-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C167	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C167-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C167	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C167-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C167	P585		date_and_times					"2018-01-28T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C168	BARO nr.Masha	P2225		quantity	8.523			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C168-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C168	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C168-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C168	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C168-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C168	P585		date_and_times					"2018-01-29T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C169	BARO nr.Masha	P2225		quantity	7.937			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C169-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C169	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C169-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C169	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C169-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C169	P585		date_and_times					"2018-01-30T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C170	BARO nr.Masha	P2225		quantity	7.937			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C170-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C170	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C170-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C170	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C170-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;C170	P585		date_and_times					"2018-01-31T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D11	BARO nr.Masha	P2225		quantity	12.689			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D11-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D11	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D11-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D11	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D11-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D11	P585		date_and_times					"2015-02-01T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D12	BARO nr.Masha	P2225		quantity	12.689			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D12-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D12	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D12-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D12	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D12-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D12	P585		date_and_times					"2015-02-02T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D13	BARO nr.Masha	P2225		quantity	12.689			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D13-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D13	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D13-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D13	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D13-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D13	P585		date_and_times					"2015-02-03T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D14	BARO nr.Masha	P2225		quantity	12.689			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D14-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D14	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D14-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D14	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D14-P585-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D14	P585		date_and_times					"2015-02-04T00:00:00"		Q1985727							
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D15	BARO nr.Masha	P2225		quantity	11.954			Q794261										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D15-P2046-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D15	P2046		quantity	1653.0			Q712226										
Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D15-P625-0000	Ethiopia_Daily_Data_Multiple_Stations.xlsx.Baro;D15	P625		location_coordinates										7:52:0N	35:29:0E	wgs84		
